,kyouriki 2 glu 8,kyouriki 3 glu 7,kyouriki 4 glu 6,kyouriki 5 glu 5,kyouriki 6 glu 4,kyouriki 7 glu 3,kyouriki 8 glu 2,kyouriki 9 glu 1
1445.22,0.3830401,0.3881488,0.3764008,0.3725699,0.3677607,0.3552043,0.3526895,0.3496501
1445.63,0.3835366,0.3886678,0.3768081,0.3729209,0.3680533,0.3554605,0.3528955,0.3498778
1446.03,0.3842565,0.3894148,0.3774466,0.3734909,0.3685423,0.3559003,0.3532865,0.3502762
1446.43,0.385131,0.3902626,0.3782367,0.3741786,0.369155,0.3564524,0.3538308,0.3507985
1446.84,0.3858949,0.3909633,0.3788833,0.3747245,0.3696209,0.3568808,0.3542841,0.3512021
1447.24,0.3865454,0.3915873,0.3794176,0.3751763,0.3699846,0.3572226,0.3546541,0.3514992
1447.65,0.3871877,0.3922194,0.3799858,0.3756425,0.3703749,0.3575864,0.3550175,0.3517832
1448.05,0.3878254,0.3928398,0.3805782,0.376094,0.3707577,0.3579347,0.3553391,0.3520367
1448.45,0.3884697,0.3934872,0.3811678,0.3765482,0.3711402,0.3582699,0.3556369,0.3522867
1448.86,0.3891416,0.3941694,0.3817522,0.3770346,0.3715639,0.3586395,0.3559703,0.3525721
1449.26,0.3897967,0.394825,0.3823028,0.3774941,0.3719726,0.3589807,0.3563047,0.3528404
1449.67,0.3904001,0.3954171,0.3828124,0.377901,0.3723066,0.35924,0.3565673,0.3530536
1450.07,0.3909369,0.3959302,0.3832718,0.3782583,0.3725502,0.3594371,0.3567301,0.3532154
1450.48,0.39145,0.3964245,0.3837127,0.3785857,0.3727573,0.3596137,0.3568628,0.3533375
1450.89,0.3920858,0.3970389,0.3842519,0.3789878,0.3730732,0.359867,0.3571171,0.3535065
1451.29,0.3928767,0.3977824,0.3848942,0.3794993,0.3735308,0.3602358,0.3575087,0.3537917
1451.7,0.3936733,0.3985128,0.3855077,0.38001,0.3739817,0.360615,0.3578669,0.3541159
1452.1,0.3943898,0.3991653,0.3860681,0.3804632,0.3743361,0.3609295,0.3581184,0.3543898
1452.51,0.3950807,0.3998096,0.3866681,0.3809224,0.3746659,0.361226,0.3583622,0.3546186
1452.92,0.3957895,0.400488,0.3873142,0.3814142,0.3750523,0.3615546,0.358651,0.3548304
1453.33,0.396479,0.4011546,0.387916,0.3818746,0.37545,0.36187,0.3589306,0.3550242
1453.73,0.3971348,0.4017917,0.3884637,0.3822759,0.3757909,0.3621262,0.3591656,0.3552125
1454.14,0.3977974,0.4024282,0.3890183,0.382647,0.3760888,0.3623566,0.3593743,0.3554291
1454.55,0.3984631,0.403051,0.3895452,0.3829974,0.376348,0.3625737,0.3595712,0.3556391
1454.96,0.39907,0.403612,0.3899815,0.3833198,0.3765538,0.3627389,0.3597338,0.3557672
1455.37,0.3996487,0.4041711,0.3904414,0.3836717,0.3767989,0.3628976,0.3598816,0.3558607
1455.77,0.4003194,0.4048404,0.3910564,0.3841185,0.3771679,0.3631381,0.3600933,0.3560221
1456.18,0.401081,0.4055697,0.3917216,0.384592,0.3775595,0.3634319,0.3603699,0.3562303
1456.59,0.4018526,0.4062684,0.3923167,0.3850274,0.3778895,0.3637138,0.3606583,0.3564405
1457,0.4026183,0.4069469,0.3928904,0.3854654,0.3782048,0.3639702,0.3609364,0.356644
1457.41,0.4033757,0.4076169,0.3934942,0.385913,0.3785249,0.3641998,0.3611733,0.3568042
1457.82,0.4040976,0.4082779,0.3940999,0.386338,0.3788476,0.3644197,0.3613544,0.356941
1458.23,0.4047751,0.4089477,0.3946798,0.3867494,0.3791825,0.3646608,0.3615238,0.3571009
1458.64,0.4054351,0.4096226,0.3952327,0.3871529,0.3794886,0.3649074,0.3616975,0.3572356
1459.05,0.4061185,0.4102895,0.3957729,0.3875363,0.3797374,0.3651158,0.3618509,0.3573242
1459.46,0.4068146,0.4109298,0.3963097,0.3879119,0.3799667,0.3652791,0.3619795,0.3574092
1459.87,0.4074658,0.4115239,0.3968254,0.3882876,0.3801984,0.3654014,0.3620866,0.3574752
1460.28,0.408126,0.412145,0.3973573,0.3886727,0.3804474,0.3655299,0.3622195,0.357527
1460.69,0.408894,0.4128651,0.3979628,0.3890971,0.3807439,0.3657513,0.3624202,0.3576241
1461.11,0.4097074,0.4136085,0.3985908,0.389539,0.3810494,0.3660374,0.3626328,0.3577483
1461.52,0.410473,0.4143207,0.3992009,0.3899594,0.3813365,0.3663066,0.3628291,0.3578561
1461.93,0.4112071,0.415042,0.3998135,0.3903673,0.3816627,0.3665527,0.3630257,0.3579691
1462.34,0.4119354,0.4157467,0.4003889,0.3907491,0.3819948,0.3667466,0.3631809,0.3580726
1462.76,0.4126438,0.4163696,0.4008986,0.3910742,0.3822195,0.3668423,0.3632692,0.3580968
1463.17,0.4133538,0.4169697,0.4014268,0.3913939,0.382389,0.366923,0.3633574,0.3580933
1463.58,0.4141237,0.4176466,0.4020399,0.3917851,0.382634,0.3670982,0.3635073,0.3581855
1463.99,0.4149399,0.4183791,0.4026844,0.3922306,0.3829378,0.3673322,0.3636792,0.3583557
1464.41,0.4157317,0.419095,0.4033066,0.3926594,0.3832254,0.3675434,0.3638166,0.358502
1464.82,0.4164827,0.4197824,0.4039029,0.3930493,0.3834769,0.3677116,0.363932,0.3585826
1465.23,0.4172256,0.4205009,0.4044935,0.3934518,0.3837277,0.3678685,0.3640653,0.3586405
1465.65,0.4179836,0.4212697,0.4051004,0.3938926,0.3840081,0.3680269,0.3642143,0.3587178
1466.06,0.4187547,0.4220088,0.4056896,0.394298,0.3842682,0.3681455,0.3643357,0.3587773
1466.48,0.4195161,0.4226936,0.4062468,0.3946255,0.3844715,0.3682309,0.364416,0.3587943
1466.89,0.4202758,0.4233886,0.4068221,0.3949459,0.3846605,0.3683459,0.3644985,0.3588008
1467.31,0.4210646,0.4241067,0.4074362,0.3953272,0.3848745,0.3685013,0.364622,0.3588144
1467.72,0.4218732,0.4248201,0.4080739,0.3957613,0.385123,0.3686676,0.3647718,0.3588332
1468.14,0.4226862,0.4255439,0.4087201,0.3962032,0.3854022,0.368829,0.364896,0.3588526
1468.55,0.4234889,0.4262701,0.4093375,0.3966064,0.3856716,0.3689701,0.3649594,0.3588637
1468.97,0.4242285,0.4269277,0.4098687,0.3969447,0.385859,0.3690634,0.3649641,0.3588476
1469.39,0.4249064,0.4275328,0.4103429,0.3972473,0.3859747,0.369123,0.3649486,0.3587992
1469.8,0.4256151,0.428201,0.4108781,0.3975912,0.3861289,0.369208,0.3649897,0.3587543
1470.22,0.4263568,0.4288802,0.4114437,0.3979527,0.3863206,0.3692946,0.3650672,0.3587005
1470.64,0.4270499,0.4294661,0.4119418,0.3982494,0.3864658,0.3693308,0.3650864,0.3585969
1471.05,0.4277556,0.4301185,0.4124747,0.3985583,0.3866318,0.3694051,0.3651141,0.358525
1471.47,0.4285307,0.4309,0.4131032,0.3989317,0.3868636,0.369549,0.3652082,0.3585215
1471.89,0.4292639,0.4315916,0.4136825,0.3992396,0.3870379,0.3696222,0.3652489,0.3584603
1472.31,0.4299267,0.4321571,0.4141649,0.3994734,0.3871485,0.3696068,0.3652128,0.3583363
1472.73,0.4306221,0.4327491,0.4146622,0.3997802,0.3873275,0.369651,0.3652112,0.3582886
1473.14,0.4313705,0.4333945,0.4152026,0.4001495,0.3875561,0.369776,0.3652575,0.358322
1473.56,0.4321071,0.4340383,0.4157053,0.4004703,0.3877188,0.3698536,0.3652786,0.3583248
1473.98,0.4327984,0.4346717,0.4161673,0.4007505,0.3878375,0.3698625,0.3652713,0.3582602
1474.4,0.433478,0.4352889,0.416653,0.4010293,0.3879844,0.3698861,0.3652731,0.3581689
1474.82,0.434176,0.4358679,0.4171465,0.4013008,0.3881289,0.3699309,0.3652798,0.3580883
1475.24,0.4348366,0.4364106,0.4175931,0.4015571,0.3882114,0.3699541,0.3652647,0.3580093
1475.66,0.4354426,0.4369389,0.4180223,0.4018054,0.3882491,0.3699585,0.3652102,0.3579081
1476.08,0.4360693,0.4374745,0.418494,0.4020592,0.3883087,0.36996,0.365146,0.3577977
1476.5,0.4367087,0.4380269,0.4189732,0.4023055,0.3884077,0.3699428,0.3650986,0.3576714
1476.92,0.4373134,0.4385975,0.4194208,0.402532,0.3885145,0.3699051,0.3650459,0.3575159
1477.34,0.4379123,0.4391688,0.4198636,0.4027435,0.3886083,0.3698742,0.3649718,0.3573634
1477.76,0.4385309,0.4397387,0.4203075,0.4029568,0.3887024,0.3698753,0.3648896,0.3572283
1478.18,0.4391791,0.4403471,0.4207771,0.4032104,0.3888324,0.369916,0.3648519,0.3571182
1478.6,0.4398501,0.4409636,0.4212846,0.4034821,0.3889753,0.3699431,0.3648579,0.3570262
1479.03,0.440488,0.4415037,0.4217505,0.4037021,0.3890571,0.3699107,0.3648216,0.3568945
1479.45,0.4410824,0.4419923,0.4221605,0.4038831,0.389087,0.3698656,0.364732,0.3567204
1479.87,0.4416761,0.4424916,0.4225699,0.404077,0.3891042,0.3698386,0.3646189,0.3565396
1480.29,0.4422657,0.4429891,0.4229743,0.4042863,0.3891158,0.3697976,0.3644855,0.3563437
1480.72,0.4428685,0.443511,0.4233972,0.4045292,0.3891809,0.3697596,0.3643951,0.3561634
1481.14,0.4435212,0.4441026,0.4238738,0.4048096,0.3893091,0.3697525,0.3643738,0.3560371
1481.56,0.4441839,0.4447085,0.424348,0.4050628,0.3893969,0.3697114,0.3643399,0.3558966
1481.99,0.4448362,0.4452733,0.4247772,0.4052719,0.3894231,0.3696238,0.3642622,0.3556971
1482.41,0.4455118,0.4458139,0.4252242,0.4054882,0.389473,0.3696012,0.3641854,0.3555164
1482.83,0.4461781,0.4463605,0.4257088,0.4057166,0.3895743,0.3696492,0.3641063,0.3553813
1483.26,0.4467822,0.4469065,0.4261298,0.4059092,0.3896627,0.3696414,0.3639848,0.3552184
1483.68,0.4473623,0.4474054,0.4264682,0.4060562,0.3896996,0.3695506,0.3638352,0.3550073
1484.11,0.4479634,0.4478798,0.426827,0.4062179,0.389725,0.3694628,0.3637227,0.3548113
1484.53,0.4485838,0.4484209,0.427257,0.4064458,0.3897701,0.3694105,0.3636759,0.3546814
1484.96,0.4492129,0.4490048,0.4277265,0.4067015,0.3898144,0.3693492,0.3636327,0.3545848
1485.38,0.449811,0.4495176,0.4281822,0.4069054,0.3898294,0.3692598,0.3635222,0.3544498
1485.81,0.4503613,0.449958,0.4285976,0.4070439,0.3898292,0.3691694,0.3633701,0.3542692
1486.23,0.4508845,0.450409,0.4289595,0.407167,0.389838,0.3690996,0.3632315,0.3540784
1486.66,0.4514041,0.4508953,0.4292867,0.4073355,0.3898515,0.3690484,0.3631109,0.3538777
1487.09,0.4519574,0.4513806,0.4296464,0.4075539,0.3898798,0.3689906,0.3630067,0.3536552
1487.51,0.4525217,0.4518228,0.4300277,0.4077469,0.389916,0.3689155,0.3629224,0.3534245
1487.94,0.453042,0.4522258,0.4303608,0.4078779,0.3899228,0.3688441,0.3628336,0.3531972
1488.37,0.4535344,0.4526446,0.4306866,0.4079942,0.3899209,0.368788,0.3627134,0.3529879
1488.79,0.454037,0.4531003,0.4310663,0.4081305,0.3899411,0.3687249,0.3625611,0.3528159
1489.22,0.4545503,0.4535527,0.4314377,0.4082682,0.3899513,0.368619,0.3623994,0.352647
1489.65,0.4550621,0.4539801,0.4317454,0.4083994,0.3899407,0.3684805,0.362252,0.3524379
1490.08,0.4555625,0.4543903,0.4320191,0.4085366,0.3899319,0.3683704,0.3621255,0.3522168
1490.5,0.4560404,0.4547842,0.4322819,0.4086668,0.3899157,0.3682989,0.3620152,0.3520031
1490.93,0.4564919,0.4551655,0.4325469,0.4087792,0.3898779,0.3682128,0.361891,0.3517579
1491.36,0.4569221,0.4555439,0.4328381,0.4088753,0.3898382,0.3680989,0.3617324,0.3514887
1491.79,0.4573589,0.4559352,0.4331458,0.4089598,0.3898245,0.3679852,0.3615813,0.3512527
1492.22,0.4578232,0.4563436,0.4334409,0.4090539,0.3898243,0.3678668,0.361462,0.3510583
1492.65,0.4582845,0.4567413,0.4337329,0.4091636,0.3897984,0.3677386,0.3613311,0.3508686
1493.08,0.4587256,0.4571061,0.4340334,0.4092694,0.3897457,0.3676251,0.3611621,0.3506487
1493.51,0.4591759,0.4574492,0.4343149,0.4093723,0.3896935,0.3675203,0.3609765,0.3504033
1493.94,0.4596356,0.45779,0.4345698,0.409485,0.3896455,0.3673942,0.3607922,0.3501676
1494.37,0.4600721,0.4581188,0.4348215,0.4095826,0.3895977,0.3672563,0.3606046,0.349946
1494.8,0.4604788,0.458418,0.4350663,0.4096434,0.3895472,0.3671279,0.3604272,0.3497208
1495.23,0.4608535,0.4587046,0.4352874,0.4096894,0.3894768,0.3669933,0.3602718,0.3494912
1495.66,0.4612032,0.4590094,0.4355069,0.4097348,0.3893955,0.3668327,0.3601046,0.3492704
1496.1,0.461556,0.4593252,0.4357363,0.4097765,0.3893199,0.3666562,0.3598959,0.3490561
1496.53,0.4619113,0.459621,0.435957,0.4098257,0.3892438,0.3664915,0.3596693,0.3488146
1496.96,0.4622777,0.4599047,0.4361764,0.4098767,0.3891761,0.3663539,0.3594702,0.3485319
1497.39,0.4626665,0.4601944,0.4363804,0.4099024,0.3891151,0.3662144,0.359302,0.3482424
1497.82,0.463034,0.4604753,0.4365426,0.4099104,0.3890426,0.3660482,0.3591239,0.3479679
1498.26,0.463349,0.4607331,0.4367009,0.4099341,0.3889568,0.3658787,0.358922,0.3477055
1498.69,0.4636351,0.4609787,0.436885,0.4099729,0.3888563,0.365728,0.3587204,0.3474559
1499.12,0.4639086,0.4612095,0.4370607,0.4099967,0.3887521,0.3655874,0.3585174,0.3471966
1499.56,0.4641578,0.4614049,0.4372053,0.4099913,0.3886497,0.3654288,0.3582992,0.3469006
1499.99,0.4644072,0.4616046,0.4373435,0.4099695,0.3885312,0.3652497,0.3580811,0.3465987
1500.42,0.4646839,0.4618607,0.4374858,0.4099438,0.3883966,0.3650776,0.3578652,0.3463241
1500.86,0.4649653,0.4621223,0.4376261,0.4099274,0.3882633,0.3649155,0.3576444,0.3460681
1501.29,0.4652465,0.4623256,0.4377644,0.4099433,0.3881508,0.3647445,0.3574367,0.3458215
1501.73,0.4655278,0.4624944,0.4378808,0.4099901,0.3880637,0.3645605,0.3572508,0.3455712
1502.16,0.4657869,0.4626518,0.4379728,0.410024,0.3879721,0.3643672,0.3570586,0.3453012
1502.6,0.4660257,0.4627762,0.4380686,0.4099941,0.3878485,0.3641637,0.3568355,0.3450187
1503.03,0.4662329,0.4628816,0.4381663,0.4099064,0.3876964,0.3639457,0.356599,0.3447309
1503.47,0.4663939,0.463009,0.4382499,0.4098267,0.3875419,0.3637161,0.3563675,0.3444432
1503.91,0.4665681,0.4631591,0.4383229,0.4097944,0.3874091,0.3634982,0.3561375,0.3441709
1504.34,0.4667963,0.4633128,0.4383894,0.4097816,0.387295,0.36333,0.3559158,0.3439141
1504.78,0.4670167,0.4634717,0.438465,0.409749,0.3871844,0.3631938,0.3557091,0.3436543
1505.22,0.4672048,0.4636463,0.4385716,0.4097061,0.3870702,0.3630305,0.3555041,0.3433905
1505.65,0.4674231,0.4638189,0.4386943,0.4096811,0.3869511,0.3628467,0.3552959,0.343138
1506.09,0.4676674,0.4639658,0.4388041,0.4096644,0.3868301,0.3626725,0.3551083,0.3428888
1506.53,0.4678693,0.464097,0.4388984,0.4096338,0.3867084,0.3624952,0.3549367,0.3426179
1506.97,0.4680536,0.4642377,0.4389985,0.4096164,0.3866067,0.3623297,0.3547602,0.3423497
1507.4,0.4682918,0.464399,0.4391143,0.409648,0.38654,0.362198,0.3545936,0.3421351
1507.84,0.4685449,0.4645635,0.4392038,0.4096794,0.386451,0.3620461,0.3544139,0.3419455
1508.28,0.4687484,0.4647175,0.4392527,0.4096457,0.386304,0.3618413,0.3541886,0.3417094
1508.72,0.4689238,0.4648746,0.4393331,0.4095819,0.3861566,0.3616438,0.353961,0.3414348
1509.16,0.4691035,0.4650328,0.4394717,0.4095382,0.3860363,0.3614789,0.3537544,0.3411632
1509.6,0.4693029,0.4651792,0.4395989,0.409505,0.3859109,0.3613056,0.3535404,0.3408845
1510.04,0.4695141,0.4653107,0.4396713,0.4094808,0.3857842,0.3611094,0.3533224,0.3405845
1510.48,0.4697069,0.4654427,0.4397217,0.4094749,0.3856864,0.3609137,0.3531209,0.3402835
1510.92,0.4699029,0.4655981,0.4397916,0.4094647,0.3856039,0.3607384,0.3529195,0.3400119
1511.36,0.4701351,0.4657747,0.4398899,0.4094319,0.3854836,0.3605894,0.3526988,0.3397717
1511.8,0.470391,0.4659579,0.4400065,0.4094045,0.3853266,0.3604537,0.3524925,0.3395316
1512.24,0.4706586,0.4661268,0.440131,0.4094053,0.385202,0.3603022,0.3523239,0.3392847
1512.68,0.4709204,0.4662611,0.4402585,0.409406,0.3851348,0.3601234,0.3521496,0.3390488
1513.12,0.4711492,0.4663934,0.4403819,0.4093932,0.3850807,0.3599341,0.3519505,0.338812
1513.56,0.4713387,0.4665522,0.4404843,0.4093767,0.3849972,0.35976,0.3517573,0.3385575
1514,0.4715106,0.4666933,0.4405587,0.40934,0.3848669,0.3596149,0.3515595,0.3383006
1514.45,0.4716896,0.4668014,0.4406279,0.4092737,0.3847034,0.3594711,0.3513278,0.3380466
1514.89,0.4718836,0.4669391,0.4407164,0.4092135,0.3845651,0.3592993,0.3511016,0.3377899
1515.33,0.472099,0.4671285,0.4408151,0.409201,0.3844778,0.3591084,0.3509234,0.3375456
1515.78,0.4723274,0.4673357,0.4409182,0.4092301,0.3843909,0.358919,0.3507639,0.3373168
1516.22,0.472551,0.4675302,0.4410405,0.4092554,0.384277,0.3587435,0.3505869,0.3370903
1516.66,0.4727652,0.4676704,0.4411602,0.4092408,0.3841444,0.3585679,0.3503777,0.3368615
1517.11,0.4729485,0.4677587,0.441247,0.4091938,0.3840021,0.3583802,0.3501474,0.3366277
1517.55,0.4731112,0.4678729,0.4413365,0.409153,0.3838838,0.3582115,0.3499471,0.3363999
1517.99,0.4733033,0.4680291,0.4414555,0.4091326,0.383792,0.3580807,0.3497915,0.3361741
1518.44,0.4735173,0.4681647,0.4415627,0.4091138,0.3836922,0.3579646,0.3496283,0.3359198
1518.88,0.4737333,0.4682801,0.4416465,0.4090917,0.3835814,0.3578432,0.349434,0.3356555
1519.33,0.4739538,0.468406,0.4417221,0.4090661,0.3834683,0.3576941,0.3492341,0.3354162
1519.77,0.4741416,0.4685315,0.4417747,0.4090208,0.3833517,0.3575015,0.3490314,0.3351854
1520.22,0.4742797,0.4686689,0.4418229,0.4089655,0.3832325,0.3573029,0.3488209,0.3349544
1520.66,0.4744238,0.4688338,0.441899,0.4089216,0.3831181,0.3571371,0.3486243,0.3347299
1521.11,0.4746255,0.4689988,0.4419849,0.40889,0.3830298,0.3569988,0.3484441,0.334507
1521.56,0.4748577,0.4691403,0.4420558,0.4088785,0.3829668,0.3568642,0.3482651,0.3342904
1522,0.4750546,0.469262,0.4421116,0.4088854,0.3828876,0.3567125,0.3480927,0.3340695
1522.45,0.4752078,0.4693827,0.4421695,0.4088974,0.3827836,0.3565473,0.3479291,0.3338232
1522.9,0.475351,0.4694981,0.4422314,0.4089026,0.3826761,0.356384,0.347756,0.3335618
1523.35,0.4754965,0.4695892,0.44228,0.4088728,0.3825635,0.3562353,0.3475732,0.3333199
1523.79,0.4756403,0.4696591,0.4423249,0.4088033,0.3824456,0.3560925,0.3474048,0.3331015
1524.24,0.4757849,0.46973,0.4423969,0.408738,0.382331,0.3559366,0.3472586,0.3328841
1524.69,0.4759443,0.4698336,0.4424981,0.4087112,0.3822359,0.3557908,0.3471304,0.332691
1525.14,0.476097,0.4699471,0.4425827,0.4087131,0.382159,0.3556736,0.3470062,0.3325384
1525.59,0.4761888,0.4700122,0.4426063,0.4087023,0.3820579,0.3555395,0.3468474,0.3323658
1526.03,0.476238,0.4700464,0.4425911,0.4086434,0.3819279,0.3553585,0.3466598,0.3321452
1526.48,0.4762874,0.4700759,0.4425695,0.4085445,0.381799,0.3551753,0.3464833,0.3319252
1526.93,0.4763112,0.4700704,0.4425388,0.408436,0.381669,0.3550307,0.34631,0.3317271
1527.38,0.4762908,0.4700222,0.442505,0.4083214,0.3815267,0.3548895,0.3461311,0.3315215
1527.83,0.4762531,0.4699363,0.4424486,0.4081898,0.3813635,0.3547068,0.3459593,0.3312983
1528.28,0.4762051,0.4698308,0.4423369,0.4080577,0.3811815,0.3545131,0.3457819,0.3310854
1528.73,0.4761302,0.4697465,0.4422007,0.4079382,0.3810186,0.3543483,0.3455916,0.3309027
1529.18,0.4760193,0.4696663,0.4420702,0.4078142,0.3808933,0.3541891,0.3453947,0.3307303
1529.64,0.475877,0.469563,0.441936,0.4076819,0.3807646,0.3540192,0.3451983,0.3305546
1530.09,0.4757209,0.4694503,0.4417901,0.4075469,0.3805946,0.3538525,0.3450199,0.330379
1530.54,0.4755729,0.469324,0.4416391,0.4073922,0.3803968,0.3536774,0.3448438,0.3301775
1530.99,0.4754389,0.4691809,0.4414991,0.4072153,0.3802068,0.3534932,0.3446391,0.3299524
1531.44,0.4753099,0.4690255,0.4413723,0.407043,0.3800412,0.35333,0.3444327,0.3297515
1531.9,0.4751758,0.468843,0.441238,0.406893,0.3798918,0.3531844,0.3442615,0.3295797
1532.35,0.4750348,0.4686472,0.4410691,0.4067461,0.3797373,0.3530187,0.3441048,0.3294004
1532.8,0.4748958,0.4684803,0.4408695,0.4065712,0.3795632,0.3528183,0.3439366,0.3291967
1533.25,0.4747556,0.4683463,0.4406762,0.4063854,0.3793833,0.3526156,0.3437719,0.3289893
1533.71,0.4746223,0.4682077,0.4405127,0.4062394,0.37923,0.3524518,0.3436242,0.3288115
1534.16,0.474521,0.4680583,0.4403843,0.4061358,0.3791082,0.352318,0.3434832,0.3286632
1534.62,0.4744349,0.4679407,0.4402709,0.4060303,0.378987,0.3521713,0.3433436,0.3285053
1535.07,0.4743223,0.4678654,0.4401371,0.4059086,0.3788421,0.3520075,0.3432042,0.328321
1535.52,0.4741769,0.4677904,0.4399855,0.4057932,0.3786826,0.3518577,0.3430527,0.3281506
1535.98,0.4740152,0.4676823,0.4398385,0.4056926,0.3785227,0.3517234,0.3428749,0.3280129
1536.43,0.4738615,0.4675411,0.4397101,0.4055873,0.3783684,0.3515781,0.3426777,0.3278702
1536.89,0.4737386,0.4673903,0.4396029,0.4054427,0.3782303,0.3514112,0.3424961,0.3276943
1537.35,0.4736367,0.467257,0.4395067,0.40527,0.3781082,0.3512487,0.342345,0.3275055
1537.8,0.4735451,0.4671534,0.4394194,0.40515,0.377991,0.3511222,0.342208,0.3273521
1538.26,0.4734772,0.4670638,0.4393408,0.4050879,0.3778708,0.3510163,0.342084,0.3272407
1538.71,0.473418,0.4669536,0.4392647,0.4049985,0.3777543,0.3509021,0.341977,0.3271317
1539.17,0.4733465,0.4668315,0.43918,0.4048775,0.377655,0.350794,0.3418783,0.3270023
1539.63,0.4732921,0.4667495,0.4390806,0.4047861,0.3775652,0.3507108,0.3417859,0.3268734
1540.09,0.4732679,0.4667188,0.4389853,0.4047352,0.3774737,0.3506269,0.3416882,0.3267798
1540.54,0.4732193,0.4666872,0.438902,0.4046756,0.3773735,0.3505051,0.3415547,0.3266988
1541,0.4731165,0.4666109,0.4388008,0.4045712,0.3772474,0.3503555,0.3413818,0.3265623
1541.46,0.4730016,0.4664942,0.4386736,0.404451,0.3771079,0.3502136,0.3412023,0.3263693
1541.92,0.472907,0.4663598,0.4385646,0.4043491,0.3769917,0.3500831,0.341044,0.3261963
1542.38,0.4728308,0.4662416,0.4385152,0.404255,0.3768965,0.3499685,0.3409163,0.3260801
1542.83,0.4727773,0.4661736,0.4385014,0.4041547,0.3767899,0.3498755,0.3408167,0.3259725
1543.29,0.472753,0.466146,0.4384619,0.4040571,0.3766664,0.3497671,0.3407245,0.325841
1543.75,0.4727456,0.4661212,0.4383863,0.4039722,0.3765573,0.34964,0.3406291,0.3257172
1544.21,0.4727453,0.4660765,0.438308,0.4039042,0.3764871,0.3495536,0.3405568,0.3256298
1544.67,0.4727364,0.4660144,0.4382332,0.4038545,0.3764367,0.3495061,0.3405131,0.3255536
1545.13,0.4726785,0.4659532,0.4381379,0.4037951,0.3763678,0.3494253,0.3404518,0.3254334
1545.59,0.4725829,0.4658988,0.4380396,0.4037031,0.3762784,0.3492966,0.3403422,0.3252716
1546.05,0.4725007,0.4658478,0.4379824,0.403612,0.3761908,0.3491704,0.3402027,0.3251253
1546.52,0.4724457,0.4657937,0.4379486,0.4035512,0.3761019,0.3490651,0.3400638,0.3250058
1546.98,0.4724151,0.4657356,0.4379149,0.4034963,0.3760158,0.3489765,0.3399603,0.3249062
1547.44,0.4723867,0.4656993,0.4378879,0.403425,0.3759458,0.3489082,0.3398996,0.3248351
1547.9,0.4723476,0.4656903,0.4378408,0.4033488,0.3758709,0.3488382,0.3398342,0.3247577
1548.36,0.4723216,0.4656738,0.4377687,0.4032864,0.3757846,0.3487525,0.339743,0.3246433
1548.83,0.4723019,0.4656312,0.437699,0.4032373,0.3756944,0.3486674,0.339642,0.3245174
1549.29,0.4722851,0.4655695,0.4376327,0.4031912,0.3755897,0.348575,0.3395193,0.324409
1549.75,0.4722922,0.4655125,0.4375711,0.4031519,0.3754961,0.3484628,0.3393825,0.32432
1550.21,0.4722958,0.4654901,0.4375201,0.4031117,0.3754424,0.3483604,0.3392865,0.3242306
1550.68,0.4722692,0.4654874,0.4374764,0.4030418,0.3753941,0.3482862,0.339236,0.3241119
1551.14,0.4722395,0.4654529,0.4374391,0.4029411,0.3753135,0.3482134,0.3391606,0.3239818
1551.61,0.4722331,0.4654013,0.4374172,0.4028649,0.3752222,0.3481442,0.3390456,0.3238994
1552.07,0.4722537,0.4654156,0.4374225,0.4028621,0.3751696,0.3481116,0.3389657,0.3238673
1552.53,0.4722928,0.4654827,0.4374453,0.4028884,0.3751542,0.3480947,0.3389325,0.3238223
1553,0.4723341,0.4655069,0.4374597,0.4028783,0.3751234,0.3480548,0.3388917,0.323738
1553.47,0.4723613,0.4654726,0.4374577,0.4028332,0.3750578,0.347992,0.338829,0.3236397
1553.93,0.4723899,0.4654385,0.4374556,0.4027762,0.3749918,0.3479087,0.3387555,0.3235412
1554.4,0.4724599,0.4654594,0.4374727,0.4027425,0.3749535,0.3478227,0.3386885,0.3234435
1554.86,0.472556,0.4655324,0.4375013,0.4027509,0.3749322,0.3477533,0.3386311,0.3233547
1555.33,0.4726232,0.4655974,0.4375288,0.4027686,0.3749091,0.3476823,0.3385651,0.3232741
1555.8,0.4726581,0.4656228,0.437558,0.4027691,0.3748791,0.3476037,0.3384983,0.3231941
1556.26,0.4727033,0.4656341,0.4375919,0.4027505,0.374844,0.3475398,0.3384433,0.3231117
1556.73,0.4727925,0.465676,0.4376334,0.402735,0.3748188,0.347504,0.3383933,0.3230311
1557.2,0.4729067,0.4657679,0.4376715,0.4027477,0.3748094,0.3474886,0.3383491,0.3229635
1557.66,0.4729917,0.465872,0.4376975,0.4027679,0.3747911,0.3474697,0.3383033,0.3229015
1558.13,0.4730575,0.4659453,0.4377387,0.4027833,0.3747623,0.3474366,0.3382492,0.322825
1558.6,0.4731571,0.4660003,0.4378048,0.4028088,0.374744,0.3473941,0.3381947,0.322738
1559.07,0.4732776,0.4660617,0.4378749,0.4028322,0.3747152,0.3473357,0.3381332,0.3226535
1559.54,0.4733896,0.4661365,0.4379547,0.4028541,0.3746631,0.3472732,0.3380729,0.322576
1560.01,0.4735121,0.4662382,0.4380557,0.4028899,0.3746305,0.3472427,0.3380414,0.3225072
1560.48,0.4736656,0.466377,0.4381663,0.4029233,0.3746419,0.3472495,0.338022,0.3224464
