,kyouriki 2 glu 8,kyouriki 3 glu 7,kyouriki 4 glu 6,kyouriki 5 glu 5,kyouriki 6 glu 4,kyouriki 7 glu 3,kyouriki 8 glu 2,kyouriki 9 glu 1
2140.99,0.6715338,0.6552627,0.6291707,0.5842413,0.5655071,0.542672,0.5344133,0.524827
2141.87,0.6711953,0.6548477,0.6287755,0.5837668,0.5649914,0.5421482,0.5338573,0.5242746
2142.75,0.6708592,0.6543866,0.6283513,0.5832823,0.5644398,0.5416077,0.5332744,0.5236973
2143.64,0.6705087,0.653906,0.6279064,0.5828081,0.5638747,0.5410627,0.5326851,0.5230961
2144.53,0.6701379,0.6534525,0.6274501,0.5823465,0.5633084,0.5405062,0.5321054,0.5224925
2145.41,0.6697438,0.6530288,0.6269857,0.5818599,0.5627284,0.5399208,0.5315178,0.5218896
2146.3,0.6693122,0.6525827,0.6265147,0.5813217,0.5621212,0.5393113,0.5308931,0.521272
2147.19,0.6688328,0.6520581,0.6260105,0.5807411,0.5615001,0.5387055,0.5302372,0.5206417
2148.08,0.6683233,0.6514738,0.6254559,0.5801434,0.5609089,0.5381187,0.5295953,0.5200156
2148.97,0.6677859,0.6508736,0.624867,0.5795529,0.5603387,0.5375257,0.5289731,0.5193955
2149.86,0.667188,0.6502507,0.6242743,0.5789815,0.5597255,0.5369166,0.528342,0.51878
2150.75,0.666508,0.6495871,0.6236725,0.5784106,0.5590674,0.5363097,0.5276974,0.518161
2151.65,0.6657717,0.648881,0.6230296,0.5778022,0.5584232,0.5357046,0.5270645,0.5175287
2152.54,0.6650195,0.648144,0.6223534,0.5771517,0.5578191,0.5351031,0.5264568,0.5169055
2153.43,0.6642527,0.6474165,0.6216764,0.5765123,0.5572326,0.5345242,0.5258521,0.5163188
2154.33,0.6634778,0.6467144,0.6210204,0.5759171,0.5566404,0.533961,0.5252449,0.5157517
2155.22,0.662725,0.6459987,0.6203865,0.5753258,0.5560437,0.533387,0.524648,0.5151713
2156.12,0.6619831,0.64526,0.6197563,0.574713,0.5554513,0.5328029,0.5240499,0.5145873
2157.02,0.6612267,0.6445239,0.6191048,0.5740922,0.5548502,0.5322179,0.5234366,0.5140227
2157.91,0.660469,0.6438043,0.6184205,0.5734756,0.5542302,0.5316305,0.5228214,0.5134591
2158.81,0.6597233,0.6431039,0.6177356,0.5728912,0.5536228,0.5310546,0.5222318,0.5128743
2159.71,0.6589966,0.6424032,0.6170838,0.5723377,0.553039,0.5304971,0.5216723,0.5122839
2160.61,0.6582995,0.6416901,0.6164694,0.5717697,0.5524483,0.5299421,0.5211081,0.5117018
2161.51,0.6576143,0.6409705,0.6158724,0.5711649,0.5518474,0.5293794,0.5204964,0.5111065
2162.41,0.6569112,0.6402617,0.6152542,0.5705499,0.5512495,0.528813,0.5198514,0.5104956
2163.32,0.656189,0.6395938,0.6146142,0.569959,0.5506383,0.5282431,0.5192378,0.5099084
2164.22,0.6554784,0.6389706,0.6139731,0.5693865,0.5500092,0.5276795,0.5186731,0.5093636
2165.12,0.6547908,0.6383499,0.6133356,0.5688121,0.5493991,0.527141,0.5181162,0.5088415
2166.03,0.6540997,0.6376803,0.6127008,0.5682285,0.5488258,0.5266085,0.5175486,0.5083097
2166.93,0.6533939,0.6369572,0.6120453,0.5676267,0.5482648,0.52604,0.5169731,0.507744
2167.84,0.6526515,0.6362044,0.6113542,0.5670086,0.5476882,0.525434,0.5163669,0.5071484
2168.74,0.6518547,0.6354297,0.6106563,0.5663837,0.547083,0.5248311,0.5157233,0.5065592
2169.65,0.6510417,0.6346424,0.609971,0.5657518,0.5464494,0.5242608,0.5150786,0.5059998
2170.56,0.6502247,0.6338423,0.6092666,0.5651178,0.545798,0.5237002,0.5144573,0.505447
2171.47,0.6493666,0.6330185,0.608535,0.5644869,0.545155,0.5231156,0.5138499,0.5048825
2172.38,0.6484425,0.6321684,0.6078095,0.5638282,0.5445234,0.5225195,0.5132346,0.5043181
2173.29,0.6474565,0.6312758,0.6070645,0.5631213,0.5438653,0.5219368,0.5126007,0.5037547
2174.2,0.6464208,0.6303284,0.6062452,0.562401,0.543166,0.5213566,0.5119518,0.5031828
2175.11,0.6453385,0.6293383,0.60536,0.5616853,0.5424528,0.5207539,0.5112901,0.5026007
2176.02,0.6442163,0.6283183,0.6044701,0.5609578,0.5417547,0.5201318,0.5106282,0.5020144
2176.94,0.643078,0.6272871,0.6036221,0.560221,0.5410782,0.519522,0.5099844,0.501448
2177.85,0.6419597,0.6262682,0.6027992,0.5594925,0.5404162,0.5189512,0.5093638,0.5009333
2178.77,0.6408713,0.6252584,0.6019578,0.5587664,0.5397652,0.5184098,0.5087605,0.5004547
2179.68,0.6397855,0.6242479,0.6010901,0.5580329,0.5391186,0.5178689,0.5081706,0.4999687
2180.6,0.6386988,0.6232364,0.6002324,0.5573165,0.5384831,0.517327,0.5075952,0.4994723
2181.52,0.6376357,0.6222301,0.5994116,0.5566366,0.5378774,0.5167971,0.5070152,0.4989711
2182.44,0.6366,0.6212337,0.5985958,0.5559663,0.5372773,0.516272,0.5064161,0.4984508
2183.35,0.6355653,0.6202174,0.5977556,0.5552663,0.5366302,0.5157287,0.5058075,0.4979061
2184.27,0.6345155,0.6191711,0.5969181,0.554536,0.5359448,0.5151519,0.5051867,0.4973457
2185.19,0.6334769,0.6181638,0.5960967,0.5538025,0.5352511,0.5145512,0.5045461,0.4967857
2186.12,0.6324718,0.6172328,0.595278,0.5530815,0.534547,0.5139576,0.5038909,0.4962302
2187.04,0.631485,0.616322,0.5944627,0.5523747,0.5338426,0.5133804,0.5032282,0.4956581
2187.96,0.6305125,0.6153946,0.5936604,0.5516815,0.5331461,0.5127926,0.5025596,0.4950663
2188.88,0.6295714,0.6144748,0.5928957,0.5509982,0.5324556,0.512187,0.5018975,0.4944983
2189.81,0.6286578,0.6135692,0.5921611,0.5503008,0.5317762,0.5115798,0.5012576,0.4939537
2190.73,0.6277393,0.6126618,0.5913976,0.5495724,0.5311025,0.5109744,0.500634,0.4933805
2191.66,0.6267596,0.6117312,0.5905848,0.5488248,0.530413,0.5103643,0.4999994,0.4927745
2192.59,0.6257045,0.6107414,0.5897357,0.548067,0.5296853,0.509737,0.4993273,0.4921629
2193.51,0.6246255,0.6096953,0.5888568,0.5473066,0.5289361,0.5090899,0.4986147,0.4915514
2194.44,0.6235337,0.6086454,0.5879641,0.5465316,0.5282003,0.5084282,0.4978784,0.4909267
2195.37,0.6224114,0.6076255,0.5870645,0.5457191,0.5274758,0.5077613,0.4971534,0.4902878
2196.3,0.6212843,0.606614,0.5861434,0.5448993,0.5267338,0.5071006,0.4964581,0.4896617
2197.23,0.6201844,0.6055815,0.5852134,0.5441203,0.525973,0.5064511,0.495777,0.4890654
2198.16,0.6191063,0.6045389,0.5843167,0.54337,0.5252268,0.5058172,0.4951154,0.4884833
2199.09,0.618021,0.6035116,0.5834481,0.5426067,0.5245008,0.505187,0.4944736,0.4878862
2200.03,0.6169474,0.6025174,0.5825775,0.5418379,0.5237928,0.5045502,0.4938189,0.4872701
2200.96,0.6159149,0.6015353,0.5817048,0.5410792,0.5230987,0.5039037,0.4931319,0.4866442
2201.9,0.6148973,0.6005337,0.5808392,0.5403128,0.522389,0.5032435,0.4924275,0.4860108
2202.83,0.6138813,0.5995279,0.5799796,0.5395378,0.5216568,0.5025818,0.4917319,0.4853855
2203.77,0.6128689,0.5985344,0.5791159,0.538769,0.5209181,0.5019256,0.4910434,0.4847728
2204.71,0.6118571,0.5975576,0.5782548,0.5380089,0.5201779,0.5012681,0.4903417,0.4841468
2205.64,0.6108668,0.5965993,0.57741,0.5372582,0.5194352,0.5006099,0.48963,0.4834909
2206.58,0.6099027,0.5956431,0.5765707,0.5365167,0.5186968,0.4999545,0.4889281,0.4828161
2207.52,0.608933,0.5946817,0.5757229,0.5357674,0.5179583,0.4992943,0.4882326,0.4821294
2208.46,0.6079338,0.5937192,0.5748588,0.5350017,0.5172085,0.4986179,0.4875255,0.4814389
2209.4,0.6069106,0.5927607,0.5739617,0.5342241,0.5164494,0.4979183,0.4867961,0.4807519
2210.34,0.6058822,0.5918136,0.5730302,0.5334313,0.5156812,0.497185,0.4860454,0.4800549
2211.29,0.6048532,0.5908642,0.5720958,0.532634,0.5149073,0.4964107,0.4852858,0.4793333
2212.23,0.603829,0.5898989,0.5711808,0.5318487,0.5141332,0.4956152,0.4845233,0.4785807
2213.17,0.6028171,0.5889275,0.5702778,0.5310593,0.5133544,0.4948375,0.4837521,0.477819
2214.12,0.6017904,0.5879393,0.569355,0.5302382,0.5125632,0.4940712,0.4829536,0.4770699
2215.06,0.6007183,0.5869247,0.5683834,0.529396,0.5117483,0.4932772,0.4821284,0.476308
2216.01,0.5995942,0.5859051,0.5673851,0.5285565,0.510902,0.4924609,0.4813064,0.4755201
2216.96,0.5984333,0.5848678,0.5663971,0.5277159,0.5100368,0.4916441,0.4804988,0.4747283
2217.91,0.5972707,0.5837848,0.565398,0.5268704,0.5091848,0.4908244,0.4797063,0.4739482
2218.86,0.5961067,0.5826861,0.5643508,0.5260201,0.5083526,0.4899968,0.4789226,0.4731781
2219.81,0.5949262,0.5816141,0.5632869,0.5251669,0.5075315,0.4891701,0.478136,0.4724152
2220.76,0.5937384,0.5805523,0.5622508,0.5243125,0.5067267,0.488353,0.4773483,0.471655
2221.71,0.5925691,0.5794864,0.5612544,0.5234592,0.5059322,0.4875671,0.4765789,0.4709011
2222.66,0.5914624,0.5784554,0.5603029,0.5226294,0.5051511,0.4868401,0.4758613,0.4701746
2223.61,0.5904307,0.577498,0.5593849,0.5218453,0.5044069,0.4861554,0.4752043,0.469482
2224.57,0.5894596,0.576625,0.5585029,0.5211289,0.5037202,0.4854964,0.4745986,0.4688257
2225.52,0.588562,0.5758316,0.5576932,0.5205066,0.5031183,0.484894,0.4740505,0.4682458
2226.48,0.5877557,0.5751223,0.5569874,0.5199857,0.5026187,0.4843708,0.4735607,0.4677654
2227.43,0.587032,0.5745062,0.5563783,0.519538,0.502187,0.4839105,0.4731221,0.4673368
2228.39,0.5863766,0.5739686,0.555831,0.5191264,0.5017846,0.4834983,0.4727509,0.4669365
2229.35,0.585798,0.5734932,0.5553392,0.5187547,0.5014306,0.4831417,0.4724612,0.4666013
2230.31,0.5853086,0.5730744,0.5549102,0.518452,0.5011547,0.4828484,0.4722384,0.4663514
2231.27,0.5849066,0.5727161,0.5545401,0.5182418,0.5009637,0.4826337,0.4720868,0.4661947
2232.23,0.5845827,0.5724408,0.5542508,0.5181354,0.5008629,0.482523,0.4720336,0.4661429
2233.19,0.5843329,0.5722681,0.5540759,0.5181231,0.5008841,0.4825267,0.472091,0.4662051
2234.15,0.5841427,0.5721781,0.5539944,0.5181676,0.5010307,0.4826267,0.4722476,0.4663731
2235.11,0.5839901,0.5721411,0.5539695,0.5182569,0.5012426,0.4828168,0.4724909,0.4666307
2236.08,0.5838906,0.5721545,0.5540073,0.5184274,0.5014896,0.4831093,0.4728256,0.4669864
2237.04,0.5838762,0.5722321,0.5541195,0.5186908,0.5018165,0.4834965,0.4732637,0.4674456
2238.01,0.5839517,0.5724208,0.5543326,0.5190479,0.5022908,0.4839836,0.4738301,0.4680207
2238.98,0.584109,0.5727404,0.5546647,0.5195115,0.5029061,0.4845898,0.4745168,0.4687264
2239.94,0.5843612,0.5731677,0.5550955,0.5200935,0.5036079,0.485315,0.4752933,0.4695456
2240.91,0.5847531,0.5737262,0.5556383,0.5208214,0.5044118,0.4861614,0.4761926,0.4704733
2241.88,0.5853422,0.5744438,0.5563435,0.5217141,0.5053597,0.4871581,0.4772635,0.4715496
2242.85,0.5861456,0.5753176,0.5572349,0.5227438,0.5064495,0.4883247,0.478491,0.4727979
2243.82,0.5871339,0.5763716,0.5583059,0.5238891,0.5076876,0.4896296,0.479845,0.4741825
2244.79,0.5883055,0.5776358,0.5595596,0.5251865,0.5091034,0.491056,0.4813371,0.4756804
2245.76,0.5896848,0.5790903,0.561015,0.5266564,0.5107004,0.4926272,0.4829837,0.4773122
2246.74,0.5912669,0.5807074,0.5626625,0.5282856,0.5124654,0.4943443,0.4847738,0.4790961
2247.71,0.5930075,0.5824783,0.5644519,0.5300578,0.5143676,0.4961878,0.4866886,0.4810273
2248.68,0.59486,0.5843729,0.5663187,0.5319281,0.5163527,0.4981612,0.4887213,0.4830891
2249.66,0.5967922,0.5863392,0.5682209,0.533875,0.5184041,0.5002651,0.490875,0.4852661
2250.64,0.5987388,0.5883275,0.5701563,0.5358992,0.5205365,0.5024591,0.4931344,0.4875402
2251.61,0.6006427,0.5903287,0.5721469,0.5379763,0.5227631,0.5047216,0.4954742,0.4899004
2252.59,0.6025566,0.5923839,0.5742102,0.5401058,0.5250949,0.507067,0.4978843,0.4923579
2253.57,0.6045792,0.5945231,0.5763497,0.5423243,0.527502,0.5094841,0.500374,0.4949124
2254.55,0.6067328,0.59677,0.578589,0.5446469,0.5299552,0.5119529,0.5029559,0.4975301
2255.53,0.6089769,0.5991511,0.5809484,0.5470412,0.5324807,0.5144904,0.5056179,0.5001883
2256.51,0.6112913,0.6016248,0.5833753,0.549477,0.5350907,0.5171154,0.5083244,0.5029033
2257.5,0.6136657,0.6040944,0.5857975,0.5519353,0.5377316,0.5197807,0.5110257,0.5056658
2258.48,0.6160707,0.6065386,0.5882207,0.5544007,0.5403578,0.5224353,0.5137168,0.5084295
2259.46,0.6185161,0.6090248,0.590688,0.556895,0.5429816,0.5250967,0.5164431,0.5111789
2260.45,0.6210878,0.6116202,0.5932367,0.5594392,0.5456315,0.5277817,0.5191979,0.5139195
2261.43,0.6238917,0.6143869,0.5959263,0.5620402,0.5483341,0.5304745,0.521934,0.5166413
2262.42,0.6270096,0.6173893,0.5988238,0.564729,0.5510957,0.5331634,0.5246536,0.5193387
2263.41,0.6305044,0.6206867,0.601974,0.5675604,0.5539041,0.5358723,0.5273917,0.522027
2264.4,0.6344053,0.6243274,0.6054048,0.5705664,0.5567849,0.5386417,0.5301557,0.524714
2265.39,0.6386933,0.6283018,0.6091055,0.5737079,0.5597606,0.5414586,0.532929,0.5273836
2266.38,0.6432629,0.6324999,0.6129704,0.5768827,0.5627667,0.5442641,0.5356855,0.5300064
2267.37,0.6479012,0.6367146,0.6168327,0.5800037,0.5657172,0.5470169,0.5384027,0.5325749
2268.36,0.6523369,0.6407216,0.6205449,0.5830297,0.5685871,0.5496992,0.5410741,0.5351136
2269.35,0.6563733,0.6444241,0.6240096,0.5859202,0.5713925,0.5523104,0.5437045,0.5376378
2270.34,0.660089,0.6479102,0.6272691,0.588697,0.5741671,0.5549002,0.5463231,0.5401614
2271.34,0.6638502,0.6514249,0.6305702,0.5915205,0.5769672,0.5575617,0.5489833,0.542721
2272.33,0.6681156,0.6553234,0.6342437,0.5945964,0.5798984,0.5603643,0.5517463,0.5453671
2273.33,0.6732643,0.6599299,0.6385062,0.598058,0.583102,0.5633463,0.5546835,0.5481535
2274.33,0.6794309,0.665335,0.6433782,0.6019095,0.5866217,0.5665399,0.5578344,0.5510933
2275.33,0.686367,0.6712914,0.6486912,0.6060119,0.5903318,0.569912,0.5611495,0.5541341
2276.32,0.6933973,0.6772478,0.654033,0.6100903,0.5940273,0.5733072,0.5644944,0.5571808
2277.32,0.6995173,0.6824675,0.6587742,0.6137818,0.5974827,0.5765046,0.5676773,0.5601263
2278.32,0.703729,0.6862239,0.6623025,0.6167482,0.6004397,0.5793174,0.570509,0.5628676
2279.33,0.7055004,0.6881135,0.6642724,0.6187932,0.6027113,0.5816392,0.572892,0.5653138
2280.33,0.7049615,0.6882369,0.6647062,0.6199278,0.6042841,0.5834274,0.5748019,0.5674021
2281.33,0.7027013,0.6869968,0.6639115,0.6203013,0.6052249,0.5846766,0.5762265,0.5690935
2282.34,0.6994461,0.6848714,0.6623064,0.6200766,0.6056189,0.5854192,0.5771777,0.5703571
2283.34,0.6958126,0.6823232,0.6602759,0.6194071,0.6055875,0.5857294,0.5776874,0.5711725
2284.35,0.692198,0.6796737,0.658112,0.6184627,0.6052172,0.5857051,0.5778083,0.5715584
2285.35,0.6887721,0.6770418,0.6559533,0.6173578,0.6045426,0.5853766,0.5775847,0.57157
2286.36,0.6854874,0.6744165,0.6537608,0.6160908,0.6036102,0.5847141,0.5770245,0.5712408
2287.37,0.6822078,0.6717383,0.6514344,0.6146311,0.602446,0.5837593,0.5761691,0.5705833
2288.38,0.6789105,0.6689758,0.6489596,0.6129879,0.6010578,0.5825853,0.575089,0.5696397
2289.39,0.6757306,0.6662426,0.6464861,0.6112363,0.599553,0.5812585,0.5738539,0.568507
2290.4,0.6728681,0.6637678,0.6442322,0.609532,0.5980996,0.5799001,0.5725622,0.5673085
2291.41,0.6705181,0.6617167,0.6423317,0.6080382,0.5967836,0.5786293,0.5713146,0.566143
2292.43,0.6688305,0.6601715,0.6408738,0.6068506,0.5956376,0.5775113,0.5702019,0.5650883
2293.44,0.667875,0.6592106,0.6399369,0.6059963,0.5947304,0.576603,0.569318,0.5642025
2294.45,0.6676237,0.6588669,0.6395218,0.6054947,0.5941463,0.5759587,0.5686992,0.5635074
2295.47,0.667967,0.6590607,0.6395746,0.6053592,0.5939105,0.5755938,0.5683287,0.5630415
2296.49,0.6687465,0.65964,0.6400169,0.6055317,0.5939474,0.5755053,0.5682086,0.5628442
2297.5,0.6697404,0.6604344,0.640691,0.6059081,0.5941604,0.5756624,0.5683365,0.5628847
2298.52,0.6707119,0.6612799,0.6414115,0.6064041,0.5945249,0.5759957,0.5686788,0.5631285
2299.54,0.671556,0.662083,0.6421108,0.6069961,0.5950442,0.5764855,0.569201,0.5635924
2300.56,0.6723374,0.6628595,0.642832,0.6077061,0.5957222,0.577158,0.5698814,0.5642754
2301.58,0.6732048,0.6637179,0.6436729,0.6085538,0.5965942,0.5780268,0.5707409,0.5651512
2302.6,0.6742727,0.6647954,0.6447359,0.6095553,0.5976717,0.5790841,0.5718077,0.5662014
2303.63,0.6755922,0.6661613,0.6460405,0.6107251,0.5989174,0.5802922,0.573047,0.5674047
2304.65,0.6771986,0.6677732,0.6475462,0.6120618,0.600291,0.5816116,0.5743847,0.5687245
2305.68,0.6790309,0.669497,0.6491956,0.6135168,0.6017291,0.5829998,0.575761,0.5700987
2306.7,0.6808881,0.6712025,0.6508709,0.6149895,0.6031471,0.5843866,0.5771508,0.5714715
2307.73,0.6825654,0.6728032,0.6524219,0.6163713,0.6044976,0.5857061,0.5785058,0.5727992
2308.76,0.6839709,0.6741986,0.6537684,0.6175982,0.6057592,0.5869258,0.5797483,0.5740271
2309.78,0.6851077,0.675307,0.6548799,0.6186449,0.6068749,0.5880041,0.580838,0.5751071
2310.81,0.6860097,0.676166,0.6557563,0.6195161,0.6078065,0.5889072,0.5817725,0.5760397
2311.84,0.6866972,0.6768731,0.6564549,0.6202485,0.6085885,0.5896662,0.5825723,0.5768629
2312.88,0.6872155,0.6774761,0.657031,0.6208718,0.6092614,0.5903161,0.5832644,0.57758
2313.91,0.6876858,0.6780028,0.6575467,0.6214146,0.6098492,0.590874,0.5838509,0.5781716
2314.94,0.6882074,0.6785018,0.6580675,0.6218937,0.6103637,0.5913475,0.584327,0.5786413
2315.97,0.6888226,0.6790385,0.6586068,0.6223236,0.6107886,0.5917267,0.584706,0.5790009
2317.01,0.6895471,0.679655,0.6591715,0.6227472,0.6111224,0.5920358,0.5850089,0.5792812
2318.05,0.6903243,0.6803045,0.6597493,0.6231442,0.611403,0.5923224,0.5852496,0.5795087
2319.08,0.6910655,0.6809037,0.6602644,0.6234543,0.6116393,0.5925861,0.5854287,0.5796745
2320.12,0.6916655,0.681359,0.6606302,0.6236757,0.6117876,0.5927621,0.5855241,0.5797522
2321.16,0.6920045,0.681597,0.6608141,0.6238138,0.6118484,0.5928007,0.5855375,0.5797347
2322.2,0.6920748,0.6816487,0.6608464,0.6238487,0.61185,0.5927315,0.58551,0.5796539
2323.24,0.6920083,0.6815784,0.660779,0.623778,0.6117766,0.5925967,0.5854393,0.5795336
2324.28,0.691941,0.6814487,0.6606676,0.6236417,0.6116232,0.5923976,0.5852812,0.5793525
2325.32,0.691969,0.6814016,0.6606085,0.6235023,0.6114383,0.5921491,0.5850469,0.5791026
2326.36,0.6922445,0.6815879,0.6607173,0.6234205,0.61128,0.5919065,0.5847897,0.5788097
2327.41,0.6929734,0.6820897,0.66109,0.6234736,0.6111836,0.5917087,0.584544,0.5784886
2328.45,0.6943228,0.6830145,0.6618359,0.6237336,0.611194,0.5915795,0.5843472,0.5781686
2329.5,0.6963488,0.6844606,0.663011,0.6241947,0.6113381,0.5915321,0.5842004,0.5778695
2330.55,0.6989591,0.6863764,0.6645479,0.624815,0.6115785,0.5915443,0.5840753,0.5775604
2331.59,0.7019517,0.6885648,0.6663141,0.6255508,0.6118757,0.5915933,0.5839879,0.5772242
2332.64,0.7049953,0.6907571,0.6680967,0.6262938,0.6121975,0.5916604,0.5839339,0.5768902
2333.69,0.707607,0.6926433,0.6695947,0.626908,0.612456,0.5916878,0.5838533,0.5765925
2334.74,0.7093599,0.6939085,0.6705628,0.627266,0.6125431,0.5916045,0.5837005,0.5763231
2335.8,0.7101213,0.6943999,0.6709219,0.6273007,0.6124315,0.5914024,0.5834706,0.5760434
2336.85,0.7100029,0.6942102,0.6707398,0.627075,0.6121614,0.59111,0.5831713,0.5757427
2337.9,0.7091742,0.6935082,0.6701458,0.6266736,0.6117628,0.5907443,0.58281,0.5754371
2338.96,0.7077363,0.6923735,0.6691969,0.6260834,0.6112409,0.5903177,0.5823896,0.5751283
2340.01,0.7057019,0.6907726,0.6678588,0.6252384,0.6105939,0.5898288,0.5819166,0.5748119
2341.07,0.70311,0.6887057,0.6661504,0.6241598,0.6098508,0.5892795,0.5814252,0.5744861
2342.13,0.7001491,0.6863669,0.6642177,0.6229891,0.6090621,0.5886735,0.5809179,0.5741319
2343.18,0.6972005,0.6840672,0.6622966,0.6218779,0.6082689,0.5880464,0.5803897,0.5737717
2344.24,0.6946692,0.6820458,0.6605956,0.6209072,0.6075158,0.5874773,0.579881,0.5734575
2345.3,0.6927321,0.6804439,0.659247,0.6201063,0.6068661,0.5870159,0.5794309,0.5731926
2346.36,0.691356,0.6793069,0.6582863,0.619478,0.6063516,0.5866408,0.5790594,0.5729282
2347.43,0.6904182,0.6785153,0.6575865,0.6189634,0.6059061,0.5862867,0.5787241,0.5725903
2348.49,0.6897671,0.6779084,0.6570083,0.6184953,0.6054668,0.5859233,0.5783555,0.5721849
2349.55,0.6892762,0.6774202,0.6565194,0.618058,0.6050489,0.5855309,0.5779532,0.5717843
2350.62,0.68889,0.6770315,0.6561375,0.6176521,0.6046761,0.5850998,0.5775422,0.5713966
2351.69,0.6886668,0.6767753,0.6559125,0.6173241,0.6043451,0.5846994,0.5771279,0.5710049
2352.75,0.6887876,0.6768064,0.6559286,0.6171686,0.604072,0.5844095,0.5767451,0.5706393
2353.82,0.6894755,0.6772973,0.6562957,0.6172365,0.6039458,0.5842661,0.5764874,0.5703502
2354.89,0.6908433,0.6782795,0.6570883,0.6175318,0.6040549,0.5842847,0.5764207,0.5701649
2355.96,0.692835,0.6796973,0.6583043,0.6180772,0.6043952,0.584466,0.5765288,0.5700958
2357.03,0.6952598,0.6814525,0.6598315,0.6188502,0.6048903,0.5847825,0.5767539,0.5701463
2358.1,0.697859,0.6833801,0.6614853,0.619731,0.6054661,0.5851921,0.5770448,0.5703072
2359.18,0.7003924,0.6852967,0.6631294,0.6206079,0.6060736,0.5856552,0.577381,0.5705604
2360.25,0.7026944,0.6870565,0.664667,0.6214476,0.6066798,0.5861301,0.5777525,0.570874
2361.32,0.7047355,0.6886194,0.6660441,0.622255,0.6072916,0.5866157,0.5781506,0.571223
2362.4,0.7065492,0.6899991,0.6672691,0.6230014,0.6078812,0.5871164,0.5785559,0.5715728
2363.48,0.7081149,0.6911783,0.6683596,0.6236559,0.6084055,0.5876154,0.5789533,0.5719151
2364.55,0.7094045,0.6921549,0.6692991,0.6242332,0.6088919,0.5880972,0.5793274,0.5722701
2365.63,0.7105033,0.6930203,0.6701161,0.6247871,0.6093699,0.5885548,0.5796751,0.5726373
2366.71,0.7116506,0.6939578,0.6709862,0.6254046,0.6098718,0.5890112,0.580062,0.5730274
2367.79,0.7130694,0.6950998,0.6720635,0.6261139,0.6104453,0.589493,0.580523,0.5734476
2368.87,0.7146768,0.6963421,0.67325,0.626847,0.6110662,0.5900096,0.5810037,0.5738816
2369.96,0.715986,0.6973276,0.6742086,0.6274698,0.6116108,0.5905083,0.5814348,0.5742821
2371.04,0.7163904,0.6976581,0.6745861,0.6278014,0.6119499,0.5908888,0.581771,0.574616
2372.13,0.7155806,0.6971099,0.6742292,0.6277268,0.6120339,0.5910902,0.581986,0.5749083
2373.21,0.7137099,0.6957723,0.6732375,0.6272956,0.6118787,0.5911204,0.5820585,0.5751682
2374.3,0.7112392,0.6940045,0.6718576,0.6266575,0.61154,0.5910435,0.5820068,0.575374
2375.39,0.7086399,0.692126,0.6703256,0.6259294,0.6111096,0.5909119,0.5819034,0.5755174
2376.47,0.7062102,0.690288,0.6688349,0.6251953,0.6106979,0.5907748,0.5818171,0.5756272
2377.56,0.7040185,0.6885569,0.6674984,0.6245244,0.6103525,0.5906751,0.581759,0.575746
2378.65,0.7019689,0.6869371,0.6662924,0.6239161,0.6100588,0.5906063,0.5817216,0.5759047
2379.75,0.6999654,0.6853969,0.665137,0.6233394,0.6098065,0.5905659,0.5817168,0.5761057
2380.84,0.6980295,0.6839271,0.6640097,0.6228086,0.6095793,0.590571,0.5817516,0.5763291
2381.93,0.6963279,0.6825976,0.6630027,0.622381,0.609403,0.5906594,0.5818413,0.5765983
2383.03,0.6950144,0.6815237,0.6622414,0.6221002,0.6093472,0.5908636,0.5820088,0.5769529
2384.12,0.6941313,0.6808348,0.6618295,0.6220083,0.609467,0.5911833,0.582298,0.577413
2385.22,0.6937149,0.6806035,0.661817,0.6221469,0.6097863,0.5916185,0.5827422,0.5779823
2386.32,0.6937976,0.6807697,0.6621377,0.6225126,0.6102879,0.5921915,0.5833054,0.5786516
2387.42,0.6943223,0.6812561,0.6627109,0.6230862,0.6109443,0.5929367,0.5839676,0.5794254
2388.52,0.6951764,0.6820192,0.6635246,0.623839,0.6117287,0.593838,0.5847616,0.5802913
